0
Glutamatergic Neuron
Astrocyte
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Astrocyte
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Astrocyte
Astrocyte
Glutamatergic Neuron
Glutamatergic Neuron
Astrocyte
Glutamatergic Neuron
Astrocyte
Astrocyte
Astrocyte
GABA-ergic Neuron
Astrocyte
Astrocyte
GABA-ergic Neuron
Glutamatergic Neuron
Endothelial Cell
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Microglia
Endothelial Cell
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Endothelial Cell
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Endothelial Cell
Glutamatergic Neuron
Astrocyte
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Astrocyte
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Astrocyte
Glutamatergic Neuron
Microglia
Glutamatergic Neuron
Microglia
Microglia
Microglia
Microglia
Glutamatergic Neuron
Microglia
Microglia
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
Astrocyte
Astrocyte
Glutamatergic Neuron
Oligodendrocyte.2
Microglia
Endothelial Cell
Astrocyte
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Astrocyte
Endothelial Cell
Microglia
Glutamatergic Neuron
GABA-ergic Neuron
Microglia
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Microglia
Glutamatergic Neuron
GABA-ergic Neuron
Astrocyte
Oligodendrocyte.2
Microglia
GABA-ergic Neuron
Microglia
GABA-ergic Neuron
Microglia
Microglia
Microglia
Glutamatergic Neuron
Microglia
Glutamatergic Neuron
Microglia
Glutamatergic Neuron
Microglia
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Oligodendrocyte.1
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
